observed,predicted,low,high,anomalous,err,threshold
756.0829987239838,755.4932994861603,,,,,
755.1599987583161,755.5505651874543,,,,,
754.685001285553,754.4886660079957,,,,,
754.1399997806549,753.9041493759155,,,,,
753.816000246048,753.7222680091858,,,,,
753.1379994487762,753.5433933906555,,,,,
752.9499999771118,753.1475546913147,,,,,
752.9799987163544,753.0401994342805,,,,,
753.0159989967347,753.3119365444184,,,,,
753.5719993419648,753.4263065509797,,,,,
754.1919991893768,753.9280389766693,,,,,
754.6589985923767,754.6891916046143,,,,,
755.2880007514954,755.0782307491303,,,,,
755.883,755.6464942035675,746.1191342035676,765.1738542035675,False,2.2245677083923025e-05,0.19
756.448,756.6570335807801,747.12967358078,766.18439358078,False,1.7377775035076525e-05,0.19
757.108,757.0697710418701,747.5424110418701,766.5971310418702,False,5.812285982081774e-07,0.19
757.497,758.006549446106,748.4791894461059,767.533909446106,False,0.00010326061756871963,0.19
757.675,757.970599975586,748.4432399755859,767.4979599755859,False,3.4751282597776716e-05,0.19
758.14,757.5839967155457,748.0566367155457,767.1113567155456,False,0.00012294666835104343,0.19
758.091,758.7701469249726,749.2427869249725,768.2975069249726,False,0.0001834380933532293,0.19
757.93,758.0267598152161,748.4993998152161,767.554119815216,False,3.7235064548325677e-06,0.19
757.543,757.221262134552,747.693902134552,766.7486221345521,False,4.1168628853936605e-05,0.19
756.84,756.8585484752655,747.3311884752655,766.3859084752655,False,1.3682910331940923e-07,0.19
756.387,755.6917359008789,746.1643759008789,765.219095900879,False,0.00019224792438498234,0.19
755.983,755.7424680519105,746.2151080519104,765.2698280519104,False,2.3009521526528993e-05,0.19
755.329,755.7423933315278,746.2150333315277,765.2697533315277,False,6.796557318545684e-05,0.19
754.912,754.6350671482087,745.1077071482086,764.1624271482086,False,3.0500784257497793e-05,0.19
754.55,754.4880592784882,744.9606992784882,764.0154192784881,False,1.525859585258857e-06,0.19
753.997,754.4189339580536,744.8915739580536,763.9462939580536,False,7.08028940462978e-05,0.19
753.526,753.5756606407166,744.0483006407165,763.1030206407165,False,9.808140702452275e-07,0.19
753.371,753.1730731964111,743.6457131964112,762.7004331964112,False,1.5580137014464742e-05,0.19
753.396,753.4146651153565,743.8873051153564,762.9420251153565,False,1.3855538426160533e-07,0.19
753.626,753.5929419708252,744.0655819708252,763.1203019708253,False,4.3462626491773063e-07,0.19
753.764,753.9358248405457,744.4084648405457,763.4631848405456,False,1.1741780285947939e-05,0.19
754.023,753.9186182308197,744.3912582308197,763.4459782308197,False,4.333226170629773e-06,0.19
754.614,754.2140715904236,744.6867115904236,763.7414315904236,False,6.361017092182182e-05,0.19
755.089,755.3185763320923,745.7912163320923,764.8459363320923,False,2.0961206492742913e-05,0.19
755.725,755.6970081710815,746.1696481710816,765.2243681710816,False,3.116194815696482e-07,0.19
756.671,756.4036956176758,746.8763356176757,765.9310556176758,False,2.8416737018886148e-05,0.19
756.972,758.1275038127899,748.60014381279,767.6548638127899,False,0.0005310125876133946,0.19
757.882,757.413882314682,747.886522314682,766.9412423146821,False,8.715095455982057e-05,0.19
758.501,758.9115836429596,749.3842236429596,768.4389436429597,False,6.70448367898005e-05,0.19
758.843,759.8087871437073,750.2814271437073,769.3361471437073,False,0.00037095812709300394,0.19
759.048,758.9690824718475,749.4417224718476,768.4964424718476,False,2.476902994205899e-06,0.19
759.132,759.0716436691284,749.5442836691284,768.5990036691285,False,1.4487975795436912e-06,0.19
758.852,759.1046222572327,749.5772622572326,768.6319822572327,False,2.5380798024626667e-05,0.19
758.261,758.1515308990479,748.6241708990478,767.6788908990479,False,4.765902496621584e-06,0.19
757.492,757.0257308483124,747.4983708483124,766.5530908483124,False,8.64640188106696e-05,0.19
756.908,756.1995774650574,746.6722174650574,765.7269374650574,False,0.00019959368009862273,0.19
756.182,756.1375715026855,746.6102115026856,765.6649315026856,False,7.850282752441065e-07,0.19
755.4,755.4666691417694,745.9393091417694,764.9940291417695,False,1.767713096156906e-06,0.19
754.691,754.5283455200196,745.0009855200195,764.0557055200195,False,1.0521898534692719e-05,0.19
754.093,754.1082017745972,744.5808417745972,763.6355617745971,False,9.190743124103398e-08,0.19
753.456,753.726942516327,744.1995825163269,763.2543025163269,False,2.919553044664239e-05,0.19
753.161,753.1178817329406,743.5905217329407,762.6452417329407,False,7.394088537268187e-07,0.19
752.761,753.0925485343934,743.5651885343933,762.6199085343933,False,4.3717596297451115e-05,0.19
752.64,752.6800979995728,743.1527379995728,762.2074579995727,False,6.394512846315555e-07,0.19
753.041,752.6117378158569,743.084377815857,762.139097815857,False,7.32836872115685e-05,0.19
753.14,753.5054802684784,743.9781202684784,763.0328402684784,False,5.312389638480325e-05,0.19
753.649,753.3276218471527,743.8002618471527,762.8549818471528,False,4.107662478628381e-05,0.19
754.263,753.9637732524872,744.4364132524872,763.4911332524872,False,3.560925391091988e-05,0.19
754.993,755.0207408866883,745.4933808866882,764.5481008866883,False,3.060572891519265e-07,0.19
755.706,755.7704194526673,746.2430594526672,765.2977794526672,False,1.650426208522389e-06,0.19
756.428,756.5208930435181,746.9935330435181,766.0482530435181,False,3.4318510862193785e-06,0.19
757.367,757.2542945213318,747.7269345213318,766.7816545213318,False,5.051869299338246e-06,0.19
758.102,758.7526354560853,749.2252754560852,768.2799954560852,False,0.00016835945180308218,0.19
758.574,759.2328304786682,749.7054704786682,768.7601904786683,False,0.00017262727490578337,0.19
759.061,758.9601369476319,749.4327769476319,768.4874969476318,False,4.046003593340504e-06,0.19
759.539,759.602367603302,750.0750076033021,769.1297276033021,False,1.5969694692511616e-06,0.19
759.451,760.281390575409,750.7540305754089,769.8087505754089,False,0.0002742375203383537,0.19
759.097,759.0448041076661,749.517444107666,768.572164107666,False,1.0835144403360573e-06,0.19
758.693,757.9954131202697,748.4680531202698,767.5227731202698,False,0.00019353461725973313,0.19
757.98,757.8656955471039,748.338335547104,767.3930555471039,False,5.196229797509851e-06,0.19
757.178,756.8620663108826,747.3347063108826,766.3894263108826,False,3.969665636711301e-05,0.19
756.461,755.927971862793,746.400611862793,765.455331862793,False,0.0001129958049528227,0.19
755.606,755.6154792671203,746.0881192671204,765.1428392671204,False,3.573646361292307e-08,0.19
754.806,754.7540518856049,745.2266918856049,764.2814118856048,False,1.073251803318319e-06,0.19
754.326,754.0842583751679,744.5568983751679,763.6116183751678,False,2.3241541218538176e-05,0.19
753.623,754.1007626132965,744.5734026132965,763.6281226132966,False,9.077920468751858e-05,0.19
753.052,753.2683685836793,743.7410085836792,762.7957285836792,False,1.8618747186207858e-05,0.19
752.866,752.7136833171845,743.1863233171845,762.2410433171844,False,9.226925125041253e-06,0.19
752.898,752.9362245273591,743.408864527359,762.463584527359,False,5.810938761758279e-07,0.19
753.228,753.107692861557,743.580332861557,762.635052861557,False,5.75631888215719e-06,0.19
753.604,753.6010595932007,744.0736995932007,763.1284195932008,False,3.4385622190441805e-09,0.19
754.246,753.9959777374268,744.4686177374268,763.5233377374268,False,2.4861046875419905e-05,0.19
754.859,754.8694201564789,745.3420601564789,764.3967801564789,False,4.318277346726286e-08,0.19
755.572,755.5534314613343,746.0260714613343,765.0807914613342,False,1.3712527233211628e-07,0.19
756.481,756.3388652248383,746.8115052248382,765.8662252248382,False,8.03457194773612e-06,0.19
757.015,757.7415820026398,748.2142220026398,767.2689420026397,False,0.00020995746614780827,0.19
757.734,757.6744711437226,748.1471111437226,767.2018311437225,False,1.4093443785954034e-06,0.19
