observed,predicted,low,high,anomalous,err,threshold
737.6880001659393,738.2835275936127,,,,,
738.0749994440079,738.5814497146607,,,,,
738.6019993143082,738.8772318439484,,,,,
739.403000322342,739.156019569397,,,,,
740.138999080658,739.4770063781739,,,,,
740.412000459671,739.8617057628632,,,,,
740.5729989738464,740.1881083049774,,,,,
741.0730008754731,740.3928032989502,,,,,
740.9049995670318,740.5678612003327,,,,,
740.5460010051728,740.6578693733215,,,,,
740.2640003032684,740.6355130348206,,,,,
740.0049985351562,740.4823601608276,,,,,
739.5560007667542,740.3177870235444,,,,,
739.17,740.1328092441559,739.9522908441559,740.313327644156,False,0.0003686740358762868,0.0036
738.779,739.5240563087464,739.3435379087464,739.7045747087463,False,0.00022077009438198935,0.0036
738.816,738.5480586700439,738.367540270044,738.7285770700439,False,2.8552324307042457e-05,0.0036
738.424,738.5709888610841,738.390470461084,738.751507261084,False,8.5927247470724e-06,0.0036
738.147,738.2804461250305,738.0999277250305,738.4609645250306,False,7.082294554244744e-06,0.0036
737.649,737.9968583621979,737.8163399621978,738.1773767621979,False,4.8124579319011974e-05,0.0036
737.559,737.6179034805298,737.4373850805298,737.7984218805298,False,1.379888404853112e-06,0.0036
737.307,737.552059879303,737.371541479303,737.732578279303,False,2.388396801862527e-05,0.0036
737.089,737.2956613693237,737.1151429693238,737.4761797693237,False,1.6985590740349434e-05,0.0036
737.102,736.9509015235901,736.7703831235901,737.1314199235901,False,9.079924153705104e-06,0.0036
737.497,736.9606779384613,736.7801595384614,737.1411963384613,False,0.00011439666781886213,0.0036
737.888,737.2136004562378,737.0330820562378,737.3941188562378,False,0.00018088251425663299,0.0036
738.329,738.0455536355972,737.8650352355972,738.2260720355972,False,3.1952425599591283e-05,0.0036
738.844,738.4116909828186,738.2311725828187,738.5922093828186,False,7.432769053347913e-05,0.0036
739.643,739.1506068248749,738.9700884248749,739.3311252248749,False,9.642421231997441e-05,0.0036
740.232,739.7214974479675,739.5409790479675,739.9020158479675,False,0.00010364727426095216,0.0036
740.544,740.6286417484283,740.4481233484283,740.8091601484284,False,2.849254889780371e-06,0.0036
741.099,740.8739666976929,740.6934482976928,741.0544850976929,False,2.013982243394312e-05,0.0036
741.738,741.2982409858704,741.1177225858704,741.4787593858704,False,7.691154775312217e-05,0.0036
741.776,742.1028539772034,741.9223355772034,742.2833723772034,False,4.2488323805210384e-05,0.0036
741.504,742.1710647201538,741.9905463201538,742.3515831201538,False,0.00017696932518213073,0.0036
741.129,741.5183194122314,741.3378010122315,741.6988378122314,False,6.028012836919261e-05,0.0036
740.492,741.1991796913147,741.0186612913147,741.3796980913147,False,0.00019889396736506659,0.0036
739.754,740.2140183448792,740.0334999448792,740.3945367448791,False,8.416128398702215e-05,0.0036
739.096,739.6691393814087,739.4886209814088,739.8496577814087,False,0.00013064191915793707,0.0036
738.211,738.7335161542893,738.5529977542892,738.9140345542893,False,0.0001085829143803354,0.0036
737.541,738.0925288457871,737.912010445787,738.2730472457871,False,0.00012097580304681183,0.0036
737.057,737.1492736787797,736.9687552787797,737.3297920787796,False,3.3862398896164096e-06,0.0036
736.187,736.7431190834045,736.5626006834045,736.9236374834046,False,0.00012299788595392642,0.0036
735.71,736.1729203710556,735.9924019710556,736.3534387710556,False,8.522649645307403e-05,0.0036
734.993,735.3808080997467,735.2002896997467,735.5613264997468,False,5.9813029727226836e-05,0.0036
734.406,734.8653794279098,734.6848610279098,735.0458978279098,False,8.39276640402503e-05,0.0036
734.462,734.0872279129029,733.9067095129028,734.2677463129029,False,5.5859433250850027e-05,0.0036
734.567,734.0883771123886,733.9078587123886,734.2688955123887,False,9.110641877296896e-05,0.0036
735.587,734.5530616779328,734.3725432779328,734.7335800779327,False,0.00042515893960524666,0.0036
736.099,735.793255645752,735.612737245752,735.973774045752,False,3.717739390873844e-05,0.0036
736.543,736.2226273584366,736.0421089584366,736.4031457584366,False,4.0819990064825774e-05,0.0036
736.234,736.9091134023666,736.7285950023667,737.0896318023666,False,0.0001812656487951553,0.0036
737.028,736.72245291996,736.54193451996,736.90297131996,False,3.712943374364443e-05,0.0036
737.942,737.1902264261246,737.0097080261246,737.3707448261246,False,0.00022476886953950678,0.0036
